wavelength,absorbance
300.0,0.13971767732111504
302.51256281407035,0.15852332460646185
305.0251256281407,0.13654585528288735
307.53768844221105,0.11684454728079241
310.0502512562814,0.13619226018165156
312.56281407035175,0.0995362051752604
315.0753768844221,0.1459280138733203
317.58793969849245,0.13153856097579247
320.1005025125628,0.11627943839247828
322.61306532663315,0.0976853892005439
325.1256281407035,0.11702219630549364
327.63819095477385,0.1580793880182882
330.1507537688442,0.11568655441377504
332.6633165829146,0.12347261155790407
335.1758793969849,0.14432876666864075
337.6884422110553,0.1360224368688532
340.20100502512565,0.13669852804417026
342.713567839196,0.12289352208223532
345.22613065326635,0.13867556057380173
347.7386934673367,0.14346131679136612
350.25125628140705,0.16671521617139
352.7638190954774,0.1348258100085315
355.27638190954775,0.14547531962768157
357.7889447236181,0.13511450080983606
360.30150753768845,0.0899552491462029
362.8140703517588,0.12232756971601874
365.32663316582915,0.14343200707179465
367.8391959798995,0.1059747622334568
370.35175879396985,0.1621489914014124
372.8643216080402,0.1588435540970395
375.37688442211055,0.11968260048621088
377.8894472361809,0.15302271133376424
380.40201005025125,0.14479004542926793
382.9145728643216,0.11851582835323027
385.42713567839195,0.13629155604692791
387.9396984924623,0.15359394958935427
390.4522613065327,0.13527782158091803
392.964824120603,0.15047865950584127
395.4773869346734,0.08952716145591583
397.9899497487437,0.12246413325464983
400.5025125628141,0.15339061239398846
403.0150753768844,0.12466205803944407
405.5276381909548,0.1583133932795795
408.04020100502515,0.1283827267804586
410.5527638190955,0.1318620847930785
413.06532663316585,0.1355350216006733
415.5778894472362,0.17791729397197625
418.09045226130655,0.16678280645253027
420.6030150753769,0.18228186419292763
423.11557788944725,0.16569771121187984
425.6281407035176,0.16073195731264533
428.14070351758795,0.17600436879850306
430.6532663316583,0.14571977582656237
433.16582914572865,0.10715446055353041
435.678391959799,0.15036000923536094
438.19095477386935,0.1453186132867842
440.7035175879397,0.17080397147100154
443.21608040201005,0.18125863707804496
445.7286432160804,0.11853169947399803
448.2412060301508,0.1713800637330046
450.7537688442211,0.18281503112342423
453.2663316582915,0.16921183314315172
455.7788944723618,0.1852143068090649
458.2914572864322,0.14539460809303809
460.8040201005025,0.2288566183859233
463.3165829145729,0.1934033980167476
465.8291457286432,0.17324494212675245
468.3417085427136,0.23202783282335487
470.8542713567839,0.2480922483494431
473.3668341708543,0.23952262476732739
475.8793969849246,0.28370610966458937
478.391959798995,0.2951895842677559
480.90452261306535,0.3043031734471626
483.4170854271357,0.29373810590641825
485.92964824120605,0.33306106224845083
488.4422110552764,0.333249079052924
490.95477386934675,0.34126893608689246
493.4673366834171,0.4480149287211771
495.97989949748745,0.4590380966460514
498.4924623115578,0.4980854486938395
501.00502512562815,0.49147434208581275
503.5175879396985,0.5544515212001285
506.03015075376885,0.6111526729167852
508.5427135678392,0.6391742022255498
511.0552763819096,0.6832751102165803
513.5678391959799,0.7363888776619503
516.0804020100503,0.7993543133172758
518.5929648241206,0.8059310576360649
521.105527638191,0.865339164803247
523.6180904522613,0.9393671541226905
