two_theta,intensity
1.000000000000000000e+01,5.360093048099191293e+00
1.014028056112224441e+01,5.018370284671284764e+00
1.028056112224448881e+01,1.163217832297676502e+01
1.042084168336673322e+01,6.212447270032380509e+00
1.056112224448897763e+01,9.091696840092399867e+00
1.070140280561122204e+01,1.454809416537250399e+01
1.084168336673346644e+01,3.386835700654631687e+00
1.098196392785571085e+01,3.085298992815722841e+00
1.112224448897795526e+01,9.166653381612865914e-01
1.126252505010019966e+01,1.181546223853685618e+01
1.140280561122244407e+01,1.192540397906017091e+01
1.154308617234469025e+01,8.832868329997833001e+00
1.168336673346693289e+01,4.177528134130002790e+00
1.182364729458917907e+01,7.631323197288125471e+00
1.196392785571142348e+01,4.635008893036902222e+00
1.210420841683366788e+01,7.648597600572490052e+00
1.224448897795591229e+01,8.157881268574502798e+00
1.238476953907815670e+01,7.905911652247306520e+00
1.252505010020040110e+01,5.420655875682189873e-02
1.266533066132264551e+01,9.587915269800994622e+00
1.280561122244488992e+01,6.652946069602639234e+00
1.294589178356713433e+01,6.237791085528886725e+00
1.308617234468937873e+01,1.362482256337884223e+01
1.322645290581162314e+01,9.986772014346380288e+00
1.336673346693386755e+01,1.249392112085915940e+01
1.350701402805611195e+01,4.541028956214494983e+00
1.364729458917835636e+01,8.401984507635896549e+00
1.378757515030060077e+01,1.090087636337183241e+01
1.392785571142284518e+01,1.971262095580628149e+00
1.406813627254508958e+01,1.615015556122876106e+01
1.420841683366733577e+01,5.108212240325531894e+00
1.434869739478957840e+01,9.408884212504695199e+00
1.448897795591182458e+01,4.952412403100172611e+00
1.462925851703406721e+01,1.146574787009453367e+01
1.476953907815631339e+01,9.148275316575494642e+00
1.490981963927855602e+01,1.839098901219547777e+00
1.505010020040080221e+01,1.004371755536507571e+01
1.519038076152304484e+01,1.164154953140108439e+01
1.533066132264529102e+01,1.103649229901145645e+01
1.547094188376753543e+01,5.683220956090745624e+00
1.561122244488977984e+01,9.290951085592915604e+00
1.575150300601202424e+01,2.201261639827683858e+00
1.589178356713426865e+01,9.258894995961563623e+00
1.603206412825651483e+01,8.588811424930055338e+00
1.617234468937875747e+01,2.591433674986070024e+00
1.631262525050100010e+01,6.510108512730249153e+00
1.645290581162324628e+01,5.786256353981759304e+00
1.659318637274549246e+01,4.913405270875660591e+00
1.673346693386773509e+01,7.514776724085776571e+00
1.687374749498998128e+01,1.053551929153618794e+01
1.701402805611222391e+01,7.337056026982588186e+00
1.715430861723447009e+01,1.387859318425379840e+01
1.729458917835671272e+01,1.326763852459890458e+01
1.743486973947895891e+01,7.613616498189604620e+00
1.757515030060120154e+01,7.054667707584067138e+00
