two_theta,intensity
1.000000000000000000e+01,1.149629508187955729e+01
1.014028056112224441e+01,1.615723841927393067e+01
1.028056112224448881e+01,1.191621389399322517e+01
1.042084168336673322e+01,1.061710094113410108e+01
1.056112224448897763e+01,1.336260819959307078e+01
1.070140280561122204e+01,1.020616652386822309e+01
1.084168336673346644e+01,1.247443383589634536e+01
1.098196392785571085e+01,6.596097422000015698e+00
1.112224448897795526e+01,1.247912075017969258e+01
1.126252505010019966e+01,3.759044922247726461e+00
1.140280561122244407e+01,1.015861699897180870e+01
1.154308617234469025e+01,1.179670028919001368e+01
1.168336673346693289e+01,8.476484996162387375e+00
1.182364729458917907e+01,1.346410943557594919e+01
1.196392785571142348e+01,7.712155767207889312e+00
1.210420841683366788e+01,9.629553549160233317e+00
1.224448897795591229e+01,1.078096313036255260e+01
1.238476953907815670e+01,1.081979009159950067e+01
1.252505010020040110e+01,4.644610011020481544e+00
1.266533066132264551e+01,1.190911560777690426e+01
1.280561122244488992e+01,7.986603425048357074e+00
1.294589178356713433e+01,6.214808169982498853e+00
1.308617234468937873e+01,1.665810182930880856e+01
1.322645290581162314e+01,1.443059206627620306e+01
1.336673346693386755e+01,9.224946585715676051e+00
1.350701402805611195e+01,9.591368658821986415e+00
1.364729458917835636e+01,1.360481502384878816e+01
1.378757515030060077e+01,1.129149955180761467e+01
1.392785571142284518e+01,1.170102332708683690e+01
1.406813627254508958e+01,1.073614351221345231e+01
1.420841683366733577e+01,8.045001724341039662e+00
1.434869739478957840e+01,1.221663225298404498e+01
1.448897795591182458e+01,1.666485811312456988e+01
1.462925851703406721e+01,1.199709922292812969e+01
1.476953907815631339e+01,8.698626632011372095e+00
1.490981963927855602e+01,1.356506218899479599e+01
1.505010020040080221e+01,1.284692959870717921e+01
1.519038076152304484e+01,1.015561804645525257e+01
1.533066132264529102e+01,8.807774265669937819e+00
1.547094188376753543e+01,1.105217907786754594e+01
1.561122244488977984e+01,5.599958326515430684e+00
1.575150300601202424e+01,9.729346092090619180e+00
1.589178356713426865e+01,6.473473989730596401e+00
1.603206412825651483e+01,1.564666757228516403e+01
1.617234468937875747e+01,8.400303109286580749e+00
1.631262525050100010e+01,1.595745755685873846e+01
1.645290581162324628e+01,7.778650877650200357e+00
1.659318637274549246e+01,1.300229917958396264e+01
1.673346693386773509e+01,9.430258646725656391e+00
1.687374749498998128e+01,7.243022467901051087e+00
1.701402805611222391e+01,1.236498481414330008e+01
1.715430861723447009e+01,8.476678542951345818e+00
1.729458917835671272e+01,1.301603221260026721e+01
1.743486973947895891e+01,6.191955651565381302e+00
1.757515030060120154e+01,8.771159476758992213e+00
1.771543086172344772e+01,6.484761824665907781e+00
1.785571142284569035e+01,7.254407576606180186e+00
1.799599198396793653e+01,1.161616355032882630e+01
1.813627254509017916e+01,9.960861882930208466e+00
1.827655310621242535e+01,7.837419989731955638e+00
1.841683366733467153e+01,5.367966702600138973e+00
1.855711422845691416e+01,1.223444766818404617e+01
1.869739478957915679e+01,3.275859631349852030e+00
1.883767535070140298e+01,9.952395008301715862e+00
1.897795591182364916e+01,8.228870001263787870e+00
1.911823647294589179e+01,7.045224821919495284e+00
1.925851703406813442e+01,1.001379848292135044e+01
1.939879759519038060e+01,1.599667984832752587e+01
1.953907815631262679e+01,7.901355145291672599e+00
1.967935871743486942e+01,5.913386079251236715e+00
1.981963927855711205e+01,6.836608719604350348e+00
1.995991983967935823e+01,9.929672052272161764e+00
2.010020040080160442e+01,5.800321327510779668e+00
2.024048096192384705e+01,1.113061525412896913e+01
2.038076152304608968e+01,1.152984754506319298e+01
2.052104208416833586e+01,4.321135565087587338e+00
2.066132264529058205e+01,1.016087773261294203e+01
2.080160320641282823e+01,6.778597334783765582e+00
2.094188376753507086e+01,7.778590322219634423e+00
2.108216432865731349e+01,4.989213116203722542e+00
2.122244488977955967e+01,1.082066442183502275e+01
2.136272545090180586e+01,1.524676612641850681e+01
2.150300601202404849e+01,8.340664398403173863e+00
2.164328657314629112e+01,1.444129938475082753e+01
2.178356713426853730e+01,6.594537651311870974e+00
2.192384769539078349e+01,1.104800506640454216e+01
2.206412825651302612e+01,8.920007421588007190e+00
2.220440881763526875e+01,1.159066266617451113e+01
2.234468937875751493e+01,5.931387864229050066e+00
2.248496993987976111e+01,1.601294521979191643e+01
2.262525050100200374e+01,1.375818194406822137e+01
2.276553106212424638e+01,1.160048797919264096e+01
2.290581162324649256e+01,1.482190438896012452e+01
2.304609218436873874e+01,9.297217727056747094e+00
2.318637274549098137e+01,1.572536570432855285e+01
2.332665330661322400e+01,1.350641160299399601e+01
2.346693386773547019e+01,1.410115308137386414e+01
2.360721442885771637e+01,4.565856492695302471e+00
2.374749498997996255e+01,7.808634132925693194e+00
2.388777555110220518e+01,8.450389879623417144e+00
2.402805611222444782e+01,1.424946518961540320e+01
2.416833667334669400e+01,1.346802069554243175e+01
2.430861723446894018e+01,1.154901579799962619e+01
2.444889779559118281e+01,9.042590790669439826e+00
2.458917835671342544e+01,1.256314953156926606e+01
2.472945891783567163e+01,9.296964984129434839e+00
2.486973947895791781e+01,1.870620966107722793e+01
2.501002004008016044e+01,1.663897691298560133e+01
2.515030060120240307e+01,1.564683091701374806e+01
2.529058116232464926e+01,8.073245840194870127e+00
2.543086172344689544e+01,9.465407158256134323e+00
2.557114228456913807e+01,9.945438761029841146e+00
2.571142284569138070e+01,1.767894101371626547e+01
2.585170340681362688e+01,1.659827398147070454e+01
2.599198396793587307e+01,2.007089973993452503e+01
2.613226452905811570e+01,2.352280794971201416e+01
2.627254509018036188e+01,2.097796140214937211e+01
2.641282565130260451e+01,1.887110061576017017e+01
2.655310621242485070e+01,2.570245328501369286e+01
2.669338677354709333e+01,2.515696268706571814e+01
2.683366733466933951e+01,2.719204142899569732e+01
2.697394789579158214e+01,2.771330532083700859e+01
2.711422845691382832e+01,3.047102345355582997e+01
2.725450901803607096e+01,3.834610279454236093e+01
2.739478957915831714e+01,4.743499588463520666e+01
2.753507014028055977e+01,4.578888906797872238e+01
2.767535070140280595e+01,3.899618626910349661e+01
2.781563126252504858e+01,4.177800975019903262e+01
2.795591182364729477e+01,4.092436546311377299e+01
2.809619238476954095e+01,5.697605479787785754e+01
2.823647294589178358e+01,5.324608134092982681e+01
2.837675350701402976e+01,5.368043693797910976e+01
2.851703406813627240e+01,6.756793673424735402e+01
2.865731462925851858e+01,7.650471666894488010e+01
2.879759519038076121e+01,7.098146282271565610e+01
2.893787575150300739e+01,6.803184262287356887e+01
2.907815631262525002e+01,7.161813641568895150e+01
2.921843687374749621e+01,6.274775754903336633e+01
2.935871743486973884e+01,8.849093661541236600e+01
2.949899799599198502e+01,8.371092159508296504e+01
2.963927855711422765e+01,8.025685650879229627e+01
2.977955911823647384e+01,8.760593263193270275e+01
2.991983967935871647e+01,8.029215184598115229e+01
3.006012024048096265e+01,7.332622671869711439e+01
3.020040080160320528e+01,7.445930779627170182e+01
3.034068136272545146e+01,8.791650990281407019e+01
3.048096192384769410e+01,8.852421551100610486e+01
3.062124248496994028e+01,7.946401828457356942e+01
3.076152304609218291e+01,7.616474570126547405e+01
3.090180360721442909e+01,8.047066588663319919e+01
3.104208416833667528e+01,6.581800982634769071e+01
3.118236472945891791e+01,7.654256979718041976e+01
3.132264529058116409e+01,7.573747965906630952e+01
3.146292585170340672e+01,7.435177277383937167e+01
3.160320641282565290e+01,7.703862929391439707e+01
3.174348697394789554e+01,6.651692047911257077e+01
3.188376753507014172e+01,6.740372984130311806e+01
3.202404809619238790e+01,6.801984560240369149e+01
3.216432865731462698e+01,7.139088374441404028e+01
3.230460921843687316e+01,6.989332332183282404e+01
3.244488977955911935e+01,6.509125449720674794e+01
3.258517034068135843e+01,6.191621201876138514e+01
3.272545090180361171e+01,6.968803931003897389e+01
3.286573146292585079e+01,5.965141286725553726e+01
3.300601202404809698e+01,6.985687603855788552e+01
3.314629258517034316e+01,7.268191002389490052e+01
3.328657314629258224e+01,7.145668022976816758e+01
3.342685370741482842e+01,7.450364421828855654e+01
3.356713426853707460e+01,7.184452314836349274e+01
3.370741482965931368e+01,6.723021417170785696e+01
3.384769539078156697e+01,5.741524211926687826e+01
3.398797595190380605e+01,7.085213671158626880e+01
3.412825651302605223e+01,7.002337348379060700e+01
3.426853707414829842e+01,7.833356200388594459e+01
3.440881763527053749e+01,7.638844377561771637e+01
3.454909819639279078e+01,7.077751259992992061e+01
3.468937875751502986e+01,6.682866615481673023e+01
3.482965931863727604e+01,7.396386506687321116e+01
3.496993987975952223e+01,6.665674321932647217e+01
3.511022044088176131e+01,7.332671507495689411e+01
3.525050100200400749e+01,6.626391695264497628e+01
3.539078156312625367e+01,6.196812404691311826e+01
3.553106212424849275e+01,5.619905587092128485e+01
3.567134268537074604e+01,7.288562023882410301e+01
3.581162324649298512e+01,7.060345748768617113e+01
3.595190380761523130e+01,5.793384925281173281e+01
3.609218436873747748e+01,6.260691293486903675e+01
3.623246492985971656e+01,4.961285437012291766e+01
3.637274549098196275e+01,5.422833703424674923e+01
3.651302605210420893e+01,5.156828919258253308e+01
3.665330661322644801e+01,4.701116586991017243e+01
3.679358717434870130e+01,5.125107773114267218e+01
3.693386773547094037e+01,4.616541101434913230e+01
3.707414829659318656e+01,3.754716056172400585e+01
3.721442885771543274e+01,4.198321209442871549e+01
3.735470941883767182e+01,3.182782331063955894e+01
3.749498997995992511e+01,3.665625439519440221e+01
3.763527054108216419e+01,3.028509869925365550e+01
3.777555110220441037e+01,2.829309643933838103e+01
3.791583166332665655e+01,3.953181668271432869e+01
3.805611222444889563e+01,2.143432259617221192e+01
3.819639278557114181e+01,2.371378236980952892e+01
3.833667334669338800e+01,1.358371700059048592e+01
3.847695390781562708e+01,1.648632402276053455e+01
3.861723446893788037e+01,2.247283813221518045e+01
3.875751503006011944e+01,1.125959333583217692e+01
3.889779559118236563e+01,2.249086814563868231e+01
3.903807615230461181e+01,1.308660865135214557e+01
3.917835671342685089e+01,1.625271716485601203e+01
3.931863727454909707e+01,1.724184499463637366e+01
3.945891783567134325e+01,2.015737899247994847e+01
3.959919839679358233e+01,1.125110530675916110e+01
3.973947895791583562e+01,1.204002546827368647e+01
3.987975951903807470e+01,9.453845634334115289e+00
4.002004008016032088e+01,1.078257684291138396e+01
4.016032064128256707e+01,8.059652964717397339e+00
4.030060120240480614e+01,1.711020128783032845e+01
4.044088176352705943e+01,6.387864961678747733e+00
4.058116232464929851e+01,9.194743331618454363e+00
4.072144288577154470e+01,1.286707484848571603e+01
