two_theta,intensity
1.000000000000000000e+01,1.841083859449321380e+01
1.014028056112224441e+01,1.832394658689102585e+01
1.028056112224448881e+01,2.521157201491426747e+01
1.042084168336673322e+01,1.870348925531084205e+01
1.056112224448897763e+01,1.096399705291975124e+01
1.070140280561122204e+01,2.523435472793222445e+01
1.084168336673346644e+01,1.156733634341674133e+01
1.098196392785571085e+01,1.516877454875519504e+01
1.112224448897795526e+01,1.810765585485606621e+01
1.126252505010019966e+01,2.006381478481476321e+01
1.140280561122244407e+01,1.617055906595261305e+01
1.154308617234469025e+01,1.840959188425879844e+01
1.168336673346693289e+01,1.915161290859474263e+01
1.182364729458917907e+01,1.301923214241066873e+01
1.196392785571142348e+01,1.964194703918627738e+01
1.210420841683366788e+01,1.402839058891851565e+01
1.224448897795591229e+01,1.743212927243138921e+01
1.238476953907815670e+01,1.725805811705411941e+01
1.252505010020040110e+01,1.737386611449090523e+01
1.266533066132264551e+01,1.838404201889859735e+01
1.280561122244488992e+01,2.035011747657853931e+01
1.294589178356713433e+01,1.481965407529320800e+01
1.308617234468937873e+01,1.942371448693756619e+01
1.322645290581162314e+01,1.468838298620084615e+01
1.336673346693386755e+01,1.569151313189577479e+01
1.350701402805611195e+01,1.663138219409289675e+01
1.364729458917835636e+01,1.916467474179534136e+01
1.378757515030060077e+01,1.377480154397483680e+01
1.392785571142284518e+01,2.245245772257116101e+01
1.406813627254508958e+01,2.240756854191024416e+01
1.420841683366733577e+01,1.821828263107908796e+01
1.434869739478957840e+01,1.414323008679845373e+01
1.448897795591182458e+01,1.740315778019497728e+01
1.462925851703406721e+01,2.123772049969297981e+01
1.476953907815631339e+01,1.321616835500761944e+01
1.490981963927855602e+01,1.660679620056754757e+01
1.505010020040080221e+01,1.928155972571007837e+01
1.519038076152304484e+01,2.642659329097674004e+01
1.533066132264529102e+01,8.567269198396767038e+00
1.547094188376753543e+01,1.920086890958870640e+01
1.561122244488977984e+01,1.133004376580761807e+01
1.575150300601202424e+01,2.398804599513191249e+01
1.589178356713426865e+01,1.743033704740832590e+01
1.603206412825651483e+01,1.707604931767948742e+01
1.617234468937875747e+01,2.138969471957971535e+01
1.631262525050100010e+01,1.869761242441450122e+01
1.645290581162324628e+01,1.819441680003407313e+01
1.659318637274549246e+01,2.077840643841950197e+01
1.673346693386773509e+01,1.991404241318775448e+01
1.687374749498998128e+01,1.660607949477268619e+01
1.701402805611222391e+01,2.386494101512391808e+01
1.715430861723447009e+01,7.742702350598511529e+00
1.729458917835671272e+01,1.295460789018614634e+01
1.743486973947895891e+01,1.125789882005692633e+01
1.757515030060120154e+01,1.572472745218026091e+01
1.771543086172344772e+01,1.897824996602399139e+01
1.785571142284569035e+01,2.233996591973585666e+01
1.799599198396793653e+01,2.432705782167561637e+01
1.813627254509017916e+01,1.192614027186262504e+01
1.827655310621242535e+01,1.327720287047785952e+01
1.841683366733467153e+01,1.436335818582413282e+01
1.855711422845691416e+01,2.200214287985334494e+01
1.869739478957915679e+01,1.750442279307794635e+01
1.883767535070140298e+01,1.790615758348565123e+01
1.897795591182364916e+01,1.311303866808109042e+01
1.911823647294589179e+01,1.569297265106485995e+01
1.925851703406813442e+01,2.114421839772021272e+01
1.939879759519038060e+01,1.553123149705147910e+01
1.953907815631262679e+01,9.277856528870138675e+00
