wavelength,absorbance
2.000000000000000000e+02,7.888495727328460883e-02
2.020066889632107063e+02,1.072028168548491700e-01
2.040133779264214127e+02,9.445531120048852869e-02
2.060200668896321190e+02,1.048739658921776230e-01
2.080267558528427969e+02,8.325154677627365218e-02
2.100334448160535032e+02,1.033213083353083789e-01
2.120401337792642096e+02,1.218964068351933994e-01
2.140468227424749159e+02,7.151081258043838484e-02
2.160535117056856222e+02,1.087508385172410857e-01
2.180602006688963286e+02,3.992270412080473063e-02
2.200668896321070349e+02,1.121015555706376676e-01
2.220735785953177128e+02,1.735124736558137371e-01
2.240802675585284192e+02,1.160817677837542028e-01
2.260869565217391255e+02,1.371584370374437922e-01
2.280936454849498318e+02,7.190892568478136904e-02
2.301003344481605382e+02,1.138682539842082314e-01
2.321070234113712445e+02,9.139983062510956269e-02
2.341137123745819508e+02,5.751553543917097694e-02
2.361204013377926572e+02,1.230416072609615968e-01
2.381270903010033351e+02,7.746935331393164925e-02
2.401337792642140414e+02,1.424289961087842615e-01
2.421404682274247477e+02,4.402622908948135294e-02
2.441471571906354541e+02,8.184508462382697469e-02
2.461538461538461604e+02,3.844409418533997064e-02
2.481605351170568383e+02,6.263638483448386030e-02
2.501672240802675447e+02,1.228593820459072117e-01
2.521739130434782510e+02,7.775482040457554200e-02
2.541806020066889573e+02,9.496742889962053735e-02
2.561872909698996637e+02,3.629975107166978632e-02
2.581939799331103700e+02,1.145264399101310893e-01
2.602006688963210763e+02,9.296563055125381392e-02
2.622073578595317827e+02,8.963009503071843465e-02
2.642140468227424890e+02,7.621450562522308347e-03
2.662207357859531953e+02,2.069912105141240299e-02
2.682274247491639017e+02,1.191566298494594611e-01
2.702341137123745511e+02,1.166760625177848953e-01
2.722408026755853143e+02,8.946157235585937284e-02
2.742474916387959638e+02,1.285624515472350848e-01
2.762541806020066701e+02,9.414890894400378130e-02
2.782608695652173765e+02,1.377173694810177040e-01
2.802675585284280828e+02,9.583534566663615140e-02
2.822742474916387891e+02,1.241447786217073079e-01
2.842809364548494955e+02,2.466416077201646906e-02
2.862876254180602018e+02,6.191887736599207409e-02
2.882943143812709081e+02,7.657829386570713659e-02
2.903010033444816145e+02,6.046086793574147883e-02
2.923076923076923208e+02,6.935917337352542900e-02
2.943143812709030271e+02,1.323379235880209892e-01
2.963210702341136766e+02,7.160318862192861789e-02
2.983277591973244398e+02,7.446067722290956870e-02
3.003344481605350893e+02,6.502010500321933617e-02
3.023411371237458525e+02,3.403322107261664425e-02
3.043478260869565020e+02,8.215715441306446765e-02
3.063545150501672083e+02,5.227571507492365099e-02
3.083612040133779146e+02,8.279383564468303924e-02
3.103678929765886210e+02,1.161784602930930332e-01
3.123745819397993273e+02,3.300218972224402275e-02
3.143812709030100336e+02,3.848532777287323042e-02
3.163879598662207400e+02,7.645515903755452369e-02
3.183946488294314463e+02,8.562089202247885611e-02
3.204013377926421526e+02,9.743386431983605545e-02
3.224080267558528590e+02,4.472770052356486031e-02
3.244147157190635653e+02,6.733134302061830057e-02
3.264214046822742148e+02,6.762810374449867989e-02
3.284280936454849780e+02,1.058772026522885046e-01
3.304347826086956275e+02,9.789646957796371840e-02
3.324414715719063906e+02,1.319440787764986633e-01
3.344481605351170401e+02,1.007065698614904303e-01
3.364548494983277465e+02,5.712127761438429846e-02
3.384615384615384528e+02,9.596132426919642966e-02
3.404682274247491591e+02,1.142184121862611090e-01
3.424749163879598655e+02,1.548603022954936070e-01
3.444816053511705718e+02,5.639069041542885824e-02
3.464882943143812781e+02,9.513085738981907902e-02
3.484949832775919845e+02,8.395219878321746876e-02
3.505016722408026908e+02,9.379816028411745721e-02
3.525083612040133403e+02,1.624185975240803326e-01
3.545150501672241035e+02,1.407481157948081152e-01
3.565217391304347530e+02,7.310843277701185861e-02
3.585284280936455161e+02,8.393081195805759953e-02
3.605351170568561656e+02,1.167605498969292305e-01
3.625418060200669288e+02,7.311427706047801678e-02
3.645484949832775783e+02,1.381697538256998758e-01
3.665551839464882846e+02,1.829808505487376391e-01
3.685618729096989910e+02,1.492683676162951389e-01
3.705685618729096973e+02,1.958899020310075623e-01
3.725752508361204036e+02,1.830836096765111332e-01
3.745819397993311100e+02,6.908485676983686097e-02
3.765886287625418163e+02,1.187761658205509774e-01
3.785953177257524658e+02,5.920036397080713497e-02
3.806020066889632290e+02,1.534064617712020684e-01
3.826086956521738784e+02,1.705630299156939700e-01
3.846153846153846416e+02,1.853484016011907876e-01
3.866220735785952911e+02,1.652030037798941364e-01
3.886287625418060543e+02,1.764576190661045485e-01
3.906354515050167038e+02,2.087058755421660194e-01
3.926421404682274101e+02,1.803693787825505213e-01
3.946488294314381164e+02,2.354675322003811355e-01
3.966555183946488228e+02,2.931861988335567881e-01
3.986622073578595291e+02,2.348008124309847455e-01
4.006688963210702354e+02,2.309714230335073726e-01
4.026755852842809418e+02,2.762730216711421494e-01
4.046822742474916481e+02,2.108109514979207844e-01
4.066889632107023544e+02,2.938083228927198531e-01
4.086956521739130039e+02,2.825621276739148646e-01
4.107023411371237671e+02,3.327889914294649421e-01
4.127090301003344166e+02,3.652354701428159878e-01
4.147157190635451798e+02,3.256924062995238400e-01
4.167224080267558293e+02,3.175123796522604791e-01
4.187290969899665924e+02,4.093264813600048235e-01
4.207357859531772419e+02,3.528393750525301020e-01
4.227424749163879483e+02,3.581621394017764359e-01
4.247491638795986546e+02,4.374188856233995892e-01
4.267558528428093609e+02,4.311000088464571611e-01
4.287625418060200673e+02,4.501605687700132585e-01
4.307692307692307736e+02,4.802682180881675533e-01
4.327759197324414799e+02,5.176984713158209184e-01
4.347826086956521863e+02,5.159352783465217529e-01
4.367892976588628926e+02,5.732043670169781890e-01
4.387959866220735421e+02,5.436236053131229262e-01
4.408026755852843053e+02,5.008857947035898484e-01
4.428093645484949548e+02,5.774186667853012933e-01
4.448160535117057179e+02,5.823301912534424307e-01
4.468227424749163674e+02,6.078133606431598279e-01
4.488294314381271306e+02,6.258344996386394632e-01
4.508361204013377801e+02,5.928105934883356465e-01
4.528428093645484864e+02,6.182415124708476872e-01
4.548494983277591928e+02,6.761762314271599905e-01
4.568561872909698991e+02,7.406212211755526242e-01
4.588628762541806054e+02,7.127754079926459374e-01
4.608695652173913118e+02,7.824828345477692348e-01
4.628762541806020181e+02,8.064637890042640755e-01
4.648829431438127244e+02,8.054333561540510944e-01
4.668896321070234308e+02,8.039060681983418721e-01
4.688963210702341371e+02,8.891671288302778198e-01
4.709030100334448434e+02,9.106878276426420005e-01
4.729096989966554929e+02,9.232734563261699723e-01
4.749163879598661993e+02,9.571638986553163697e-01
4.769230769230769056e+02,9.632093889311230672e-01
4.789297658862876119e+02,9.317553124679609500e-01
4.809364548494983183e+02,9.816250585248215144e-01
4.829431438127090246e+02,9.953823448023022546e-01
4.849498327759197309e+02,1.007485804342877378e+00
4.869565217391304373e+02,1.028936426888076516e+00
4.889632107023411436e+02,1.036374671166980344e+00
4.909698996655518499e+02,1.029103327866353945e+00
4.929765886287625563e+02,1.036931462726520037e+00
4.949832775919732626e+02,1.050552382240114380e+00
4.969899665551839689e+02,1.123285652280858526e+00
4.989966555183946753e+02,1.073845809906325721e+00
5.010033444816053247e+02,1.155752059211387461e+00
5.030100334448160311e+02,1.012586113895097562e+00
5.050167224080267374e+02,1.147425804225557622e+00
5.070234113712374437e+02,1.136513969091079490e+00
5.090301003344481501e+02,1.110265023033567555e+00
5.110367892976588564e+02,1.133779412882394810e+00
5.130434782608695059e+02,1.136897068200533489e+00
5.150501672240802691e+02,1.188708189543658866e+00
5.170568561872910323e+02,1.124604999993720877e+00
5.190635451505016817e+02,1.124312523910799611e+00
5.210702341137123312e+02,1.094445621951465331e+00
5.230769230769230944e+02,1.143538488671581366e+00
5.250836120401338576e+02,1.113866455607046557e+00
5.270903010033445071e+02,1.111350203651654489e+00
5.290969899665551566e+02,1.061913483587524132e+00
5.311036789297659197e+02,1.106247660554965151e+00
5.331103678929765692e+02,1.056299068662529095e+00
5.351170568561872187e+02,1.009401161536971570e+00
5.371237458193979819e+02,1.062399634608641730e+00
5.391304347826087451e+02,9.960695930172215329e-01
5.411371237458193946e+02,1.034918428610496210e+00
5.431438127090300441e+02,9.911642177908460694e-01
5.451505016722408072e+02,1.005098085521200169e+00
5.471571906354515704e+02,9.143724153105061703e-01
5.491638795986622199e+02,9.736088717765725153e-01
5.511705685618728694e+02,9.808851726158911433e-01
5.531772575250836326e+02,9.825711858462463644e-01
5.551839464882943957e+02,9.118917354539740616e-01
5.571906354515049316e+02,8.928538435515980254e-01
5.591973244147156947e+02,8.847935153662626062e-01
5.612040133779264579e+02,8.556154437685767888e-01
5.632107023411371074e+02,8.852753687556165207e-01
5.652173913043477569e+02,8.366576050337052317e-01
5.672240802675585201e+02,8.235111675668459474e-01
5.692307692307692832e+02,7.594849797004010750e-01
5.712374581939799327e+02,7.671011488997009353e-01
5.732441471571905822e+02,7.129979883407920882e-01
5.752508361204013454e+02,6.792700001987987957e-01
5.772575250836121086e+02,6.799600527095810421e-01
5.792642140468227581e+02,6.628076318024531677e-01
5.812709030100334076e+02,5.803071734774229995e-01
5.832775919732441707e+02,6.578817221941715143e-01
5.852842809364548202e+02,6.234708708370391150e-01
5.872909698996654697e+02,6.307565869095337341e-01
5.892976588628762329e+02,5.361942083926244385e-01
5.913043478260869961e+02,5.310112062742640138e-01
5.933110367892976456e+02,5.356092686675053560e-01
5.953177257525082950e+02,5.179062106786769260e-01
5.973244147157190582e+02,4.955673805963939360e-01
5.993311036789298214e+02,4.627807682151419688e-01
6.013377926421404709e+02,4.564879774168885684e-01
6.033444816053511204e+02,4.125187465793032082e-01
6.053511705685618836e+02,3.924528865923679888e-01
6.073578595317726467e+02,4.224616244875954996e-01
6.093645484949832962e+02,3.986599253573254176e-01
6.113712374581939457e+02,3.626496601803764208e-01
6.133779264214047089e+02,3.760496750755345507e-01
6.153846153846153584e+02,3.096780477083828642e-01
6.173913043478260079e+02,3.163458929159749244e-01
6.193979933110367710e+02,3.000140729514100268e-01
6.214046822742475342e+02,3.104525652943631031e-01
6.234113712374581837e+02,2.491664478994580489e-01
6.254180602006688332e+02,2.992979068146875976e-01
6.274247491638795964e+02,2.399637576022342622e-01
6.294314381270903596e+02,2.459591074628896812e-01
