wavelength,absorbance
2.000000000000000000e+02,1.157806245417107166e-01
2.020066889632107063e+02,0.000000000000000000e+00
2.040133779264214127e+02,1.111553605799132927e-01
2.060200668896321190e+02,5.749136886773015265e-02
2.080267558528427969e+02,0.000000000000000000e+00
2.100334448160535032e+02,0.000000000000000000e+00
2.120401337792642096e+02,1.644277146989217564e-01
2.140468227424749159e+02,1.325847806028269127e-01
2.160535117056856222e+02,1.313865037376223399e-01
2.180602006688963286e+02,2.180056229831401904e-01
2.200668896321070349e+02,6.541032025978391062e-02
2.220735785953177128e+02,3.382268559159080923e-02
2.240802675585284192e+02,0.000000000000000000e+00
2.260869565217391255e+02,1.279039984828440613e-01
2.280936454849498318e+02,6.999203990762423166e-02
2.301003344481605382e+02,9.407957948103527757e-03
2.321070234113712445e+02,1.904060560727182660e-01
2.341137123745819508e+02,0.000000000000000000e+00
2.361204013377926572e+02,5.016936128703707032e-03
2.381270903010033351e+02,4.123462222220515561e-02
2.401337792642140414e+02,1.964841719640097739e-01
2.421404682274247477e+02,0.000000000000000000e+00
2.441471571906354541e+02,6.537069189001830372e-02
2.461538461538461604e+02,6.921027244603705775e-02
2.481605351170568383e+02,1.422631627175882096e-01
2.501672240802675447e+02,9.384148490513866125e-02
2.521739130434782510e+02,7.570096512167083513e-02
2.541806020066889573e+02,1.087629303609343318e-01
2.561872909698996637e+02,7.928970427790946185e-02
2.581939799331103700e+02,8.922798281022162326e-02
2.602006688963210763e+02,0.000000000000000000e+00
2.622073578595317827e+02,7.347688801565310790e-02
2.642140468227424890e+02,1.291083847008295954e-02
2.662207357859531953e+02,2.327056955760560542e-02
2.682274247491639017e+02,9.522383113542332023e-02
2.702341137123745511e+02,7.055068930149616113e-02
2.722408026755853143e+02,3.152713422064114257e-02
2.742474916387959638e+02,6.221562854606855347e-02
2.762541806020066701e+02,0.000000000000000000e+00
2.782608695652173765e+02,2.674341166400676789e-02
2.802675585284280828e+02,5.076988009219209758e-02
2.822742474916387891e+02,6.470236289027407606e-02
2.842809364548494955e+02,1.724996462513297968e-02
2.862876254180602018e+02,5.586529544166388833e-02
2.882943143812709081e+02,6.847895409608746597e-02
2.903010033444816145e+02,5.726670606603261049e-02
2.923076923076923208e+02,3.044986227187801431e-02
2.943143812709030271e+02,2.738968097923927952e-02
2.963210702341136766e+02,9.692982692005400192e-03
2.983277591973244398e+02,1.197587442068677316e-01
3.003344481605350893e+02,0.000000000000000000e+00
3.023411371237458525e+02,1.397390665066006732e-01
3.043478260869565020e+02,5.319031361504748118e-02
3.063545150501672083e+02,9.828194372779561205e-02
3.083612040133779146e+02,0.000000000000000000e+00
3.103678929765886210e+02,9.094712809477024928e-03
3.123745819397993273e+02,0.000000000000000000e+00
3.143812709030100336e+02,2.066344512026613289e-03
3.163879598662207400e+02,1.265126772163560065e-01
3.183946488294314463e+02,2.172615957385309188e-02
3.204013377926421526e+02,1.059472484650546553e-01
3.224080267558528590e+02,1.307405756556533072e-01
3.244147157190635653e+02,1.201344837431928270e-01
3.264214046822742148e+02,3.629607555045545608e-02
3.284280936454849780e+02,4.200947850814749918e-02
3.304347826086956275e+02,1.911005104670814719e-02
3.324414715719063906e+02,9.942918482466435448e-02
3.344481605351170401e+02,1.179522312743491175e-01
3.364548494983277465e+02,1.828518757536629347e-01
3.384615384615384528e+02,5.299484389710819310e-02
3.404682274247491591e+02,3.588548562081675386e-02
3.424749163879598655e+02,5.994426002891878325e-03
3.444816053511705718e+02,1.094471431819481616e-01
3.464882943143812781e+02,7.571448511556705396e-02
3.484949832775919845e+02,1.426692015901935562e-01
3.505016722408026908e+02,6.152917868172184945e-02
3.525083612040133403e+02,1.138741142468593925e-01
3.545150501672241035e+02,1.894565517998332560e-02
3.565217391304347530e+02,8.640390225006523706e-02
3.585284280936455161e+02,0.000000000000000000e+00
3.605351170568561656e+02,2.372171520341433970e-01
3.625418060200669288e+02,0.000000000000000000e+00
3.645484949832775783e+02,1.070301000360069504e-01
3.665551839464882846e+02,6.561404916490082284e-02
3.685618729096989910e+02,1.612768758256915569e-01
3.705685618729096973e+02,1.229223712654396450e-01
3.725752508361204036e+02,1.085205745281466599e-01
3.745819397993311100e+02,6.054373085018167899e-02
3.765886287625418163e+02,4.616405603841858274e-02
3.785953177257524658e+02,0.000000000000000000e+00
3.806020066889632290e+02,8.612702011836889660e-02
3.826086956521738784e+02,1.002687420702138149e-01
3.846153846153846416e+02,1.124804144347331392e-01
3.866220735785952911e+02,9.339448999207461410e-02
3.886287625418060543e+02,1.330499278704576072e-01
3.906354515050167038e+02,3.825278477336806204e-02
3.926421404682274101e+02,2.336881421531696035e-01
3.946488294314381164e+02,6.316972213387510304e-02
3.966555183946488228e+02,2.272446803269946303e-01
3.986622073578595291e+02,1.173558098329028770e-01
4.006688963210702354e+02,1.987881928407205789e-01
4.026755852842809418e+02,1.357342918299880574e-01
4.046822742474916481e+02,1.578503918798720707e-01
4.066889632107023544e+02,1.096700842050032099e-01
4.086956521739130039e+02,1.709897051056574746e-01
4.107023411371237671e+02,1.845556656703071785e-01
4.127090301003344166e+02,1.498762391238333269e-01
4.147157190635451798e+02,9.432534787654130171e-02
4.167224080267558293e+02,1.978318777704151377e-01
4.187290969899665924e+02,1.513929274479419718e-01
4.207357859531772419e+02,2.708322970805856489e-01
4.227424749163879483e+02,1.313673306060275103e-01
4.247491638795986546e+02,1.528698236317711234e-01
4.267558528428093609e+02,2.766122439458278404e-01
4.287625418060200673e+02,2.052770719952659584e-01
4.307692307692307736e+02,1.163432630092579023e-01
4.327759197324414799e+02,2.332318047466055977e-01
4.347826086956521863e+02,3.071453961198769012e-01
4.367892976588628926e+02,2.254678262642685616e-01
4.387959866220735421e+02,1.795107020022110589e-01
4.408026755852843053e+02,1.299242437444597387e-01
4.428093645484949548e+02,1.763701740322572431e-01
4.448160535117057179e+02,1.461957059670593861e-01
4.468227424749163674e+02,1.958453902082467890e-01
4.488294314381271306e+02,1.596862243776176471e-01
4.508361204013377801e+02,1.188891304969993956e-01
4.528428093645484864e+02,2.626043579213961365e-01
4.548494983277591928e+02,1.958641523572942078e-01
4.568561872909698991e+02,2.277211897793659789e-01
4.588628762541806054e+02,1.848882368049072356e-01
4.608695652173913118e+02,2.537658482546890637e-01
4.628762541806020181e+02,3.103612154227289865e-01
4.648829431438127244e+02,2.924587190680780213e-01
4.668896321070234308e+02,2.741590958459692029e-01
4.688963210702341371e+02,1.230490240054690210e-01
4.709030100334448434e+02,1.368990799283901216e-01
4.729096989966554929e+02,2.724654046444327515e-01
4.749163879598661993e+02,1.719929745694370182e-01
4.769230769230769056e+02,3.021407576680795737e-01
4.789297658862876119e+02,1.820922620957795002e-01
4.809364548494983183e+02,3.244371344276780755e-01
4.829431438127090246e+02,1.686969652524031582e-01
4.849498327759197309e+02,3.558027076681427037e-01
4.869565217391304373e+02,2.404761392825326138e-01
4.889632107023411436e+02,1.872482662814655419e-01
4.909698996655518499e+02,2.989865105970219705e-01
4.929765886287625563e+02,2.352125067846813355e-01
4.949832775919732626e+02,6.043060092798241412e-02
4.969899665551839689e+02,3.153766047052563026e-01
4.989966555183946753e+02,2.047532722510733150e-01
5.010033444816053247e+02,1.887203560976399297e-01
5.030100334448160311e+02,2.616343477942275064e-01
5.050167224080267374e+02,3.954169871585303531e-01
5.070234113712374437e+02,3.017023424914916374e-01
5.090301003344481501e+02,2.226103949108156066e-01
5.110367892976588564e+02,1.884855504153100103e-01
5.130434782608695059e+02,2.758999791050166794e-01
5.150501672240802691e+02,9.954887557467587134e-02
5.170568561872910323e+02,1.075126011165578876e-01
5.190635451505016817e+02,1.051063929893659571e-01
5.210702341137123312e+02,2.259122343281786682e-01
5.230769230769230944e+02,1.282881032658648168e-01
5.250836120401338576e+02,3.094091560005840513e-01
5.270903010033445071e+02,2.140849927484809734e-01
5.290969899665551566e+02,2.627856719087263149e-01
5.311036789297659197e+02,3.105424932338466393e-01
5.331103678929765692e+02,1.229421160134556573e-01
5.351170568561872187e+02,2.408628301266072247e-01
5.371237458193979819e+02,1.683823140633561866e-01
5.391304347826087451e+02,2.070852571319241608e-01
5.411371237458193946e+02,3.260923186393120954e-01
5.431438127090300441e+02,1.800165511136890273e-01
5.451505016722408072e+02,1.905166219721275978e-01
5.471571906354515704e+02,1.727992078172390367e-01
5.491638795986622199e+02,9.503823683373084641e-02
5.511705685618728694e+02,1.777157235631578180e-01
5.531772575250836326e+02,1.133840569996356629e-01
5.551839464882943957e+02,2.302277998708351925e-02
5.571906354515049316e+02,1.815745524562745739e-01
5.591973244147156947e+02,1.763745601592535683e-01
5.612040133779264579e+02,1.505549229361180519e-01
5.632107023411371074e+02,1.438940765706431535e-01
5.652173913043477569e+02,1.343542607138972222e-01
5.672240802675585201e+02,8.308604862398408231e-02
5.692307692307692832e+02,1.433459968967138454e-01
5.712374581939799327e+02,3.058726768775716920e-01
5.732441471571905822e+02,2.715193817323919290e-01
5.752508361204013454e+02,6.024473968137329660e-02
5.772575250836121086e+02,1.908096719476778946e-01
5.792642140468227581e+02,1.741868268617697280e-01
5.812709030100334076e+02,1.679263418507878358e-01
5.832775919732441707e+02,1.551577399500473076e-01
5.852842809364548202e+02,2.064114968915997106e-01
5.872909698996654697e+02,1.779833011305090029e-01
5.892976588628762329e+02,1.040271416065099708e-01
5.913043478260869961e+02,1.137219431031199490e-01
5.933110367892976456e+02,1.722784663966012708e-01
5.953177257525082950e+02,4.804382698607630175e-02
5.973244147157190582e+02,1.208188345271319214e-01
5.993311036789298214e+02,4.385468397401699747e-02
6.013377926421404709e+02,2.647448337012277275e-02
6.033444816053511204e+02,2.842589464271752520e-02
6.053511705685618836e+02,2.123803987398347193e-01
6.073578595317726467e+02,1.717996674573135096e-01
6.093645484949832962e+02,1.956056237256615093e-01
6.113712374581939457e+02,6.462738014435312484e-02
6.133779264214047089e+02,1.258722531716524040e-01
6.153846153846153584e+02,1.382738658473167681e-01
6.173913043478260079e+02,9.014463447936768570e-02
6.193979933110367710e+02,9.185223299443662226e-02
6.214046822742475342e+02,8.933025887431518541e-02
6.234113712374581837e+02,0.000000000000000000e+00
6.254180602006688332e+02,0.000000000000000000e+00
6.274247491638795964e+02,1.171503695763670416e-01
6.294314381270903596e+02,0.000000000000000000e+00
6.314381270903010090e+02,2.328312209321643095e-02
6.334448160535116585e+02,1.594812110422091367e-01
6.354515050167224217e+02,7.770496974431781445e-02
6.374581939799331849e+02,1.202956268071143642e-01
6.394648829431438344e+02,0.000000000000000000e+00
6.414715719063544839e+02,2.233439311646250869e-01
6.434782608695652470e+02,1.775271948999335714e-01
6.454849498327758965e+02,1.429878823864258741e-01
6.474916387959865460e+02,6.255261770539724542e-02
6.494983277591973092e+02,1.431328406196737957e-01
6.515050167224080724e+02,3.023364028537752629e-02
6.535117056856187219e+02,1.237389183215071159e-01
6.555183946488293714e+02,1.392883511430516308e-02
6.575250836120401345e+02,2.166896143793330121e-02
6.595317725752508977e+02,0.000000000000000000e+00
6.615384615384615472e+02,0.000000000000000000e+00
6.635451505016721967e+02,1.671995864160311096e-02
6.655518394648829599e+02,7.117964810006097154e-02
6.675585284280937231e+02,8.401644955614800958e-02
6.695652173913043725e+02,9.227492311329857366e-02
6.715719063545150220e+02,0.000000000000000000e+00
6.735785953177257852e+02,1.286413199103601523e-01
6.755852842809364347e+02,9.386863886857925443e-02
6.775919732441470842e+02,0.000000000000000000e+00
6.795986622073578474e+02,8.829033802245873919e-02
6.816053511705686105e+02,0.000000000000000000e+00
6.836120401337792600e+02,9.678000224769812976e-02
6.856187290969899095e+02,0.000000000000000000e+00
6.876254180602006727e+02,5.004865772773942068e-02
6.896321070234114359e+02,5.647066182397969536e-02
6.916387959866220854e+02,9.485446806202850467e-02
6.936454849498327349e+02,1.490054337784542937e-01
6.956521739130434980e+02,3.440923861699063391e-02
6.976588628762542612e+02,0.000000000000000000e+00
6.996655518394647970e+02,7.031161550916266434e-02
7.016722408026755602e+02,8.326344722025308398e-02
7.036789297658863234e+02,6.003880989051131600e-02
7.056856187290969729e+02,0.000000000000000000e+00
7.076923076923076223e+02,0.000000000000000000e+00
7.096989966555183855e+02,6.034701501364907877e-02
7.117056856187291487e+02,1.114814778413938667e-01
7.137123745819397982e+02,6.418488713181398631e-02
7.157190635451504477e+02,9.465880716758705293e-02
7.177257525083612109e+02,2.872798206297627957e-02
7.197324414715718603e+02,1.799365244230450300e-01
7.217391304347826235e+02,1.098948326863441183e-01
7.237458193979932730e+02,1.224993654605014276e-01
7.257525083612040362e+02,6.523082165829589829e-02
7.277591973244146857e+02,0.000000000000000000e+00
7.297658862876254489e+02,4.860505056936087476e-02
7.317725752508360983e+02,2.320269055773734046e-02
7.337792642140468615e+02,1.811035670457691871e-01
7.357859531772575110e+02,2.234940832135566546e-01
7.377926421404682742e+02,5.166252198865961542e-02
7.397993311036789237e+02,1.141289171093798627e-01
7.418060200668896869e+02,1.566771754581003928e-01
7.438127090301003363e+02,4.178610942847769960e-02
7.458193979933109858e+02,8.008050092275467713e-03
7.478260869565217490e+02,0.000000000000000000e+00
7.498327759197323985e+02,9.619578481404156278e-02
7.518394648829431617e+02,1.072018685028467144e-01
7.538461538461538112e+02,1.256393997441374033e-01
7.558528428093645744e+02,9.335168339591540243e-02
7.578595317725752238e+02,1.416837563408935019e-01
7.598662207357859870e+02,4.525609328472411652e-02
7.618729096989966365e+02,2.723878730514911473e-03
7.638795986622073997e+02,4.976907972187490092e-02
7.658862876254180492e+02,0.000000000000000000e+00
7.678929765886288124e+02,6.795704993427034712e-04
7.698996655518394618e+02,1.482056436792646981e-01
7.719063545150501113e+02,3.620246421037391638e-02
7.739130434782608745e+02,0.000000000000000000e+00
7.759197324414715240e+02,7.815396559425885625e-02
7.779264214046822872e+02,8.147553815368775709e-02
7.799331103678929367e+02,6.049176864688123739e-02
7.819397993311036998e+02,4.692753230035237588e-02
7.839464882943143493e+02,4.735317207640178661e-03
7.859531772575251125e+02,0.000000000000000000e+00
7.879598662207357620e+02,0.000000000000000000e+00
7.899665551839465252e+02,1.003413441203741263e-01
7.919732441471571747e+02,7.772655978723573555e-02
7.939799331103679378e+02,0.000000000000000000e+00
7.959866220735785873e+02,7.698489248799182672e-02
7.979933110367893505e+02,0.000000000000000000e+00
8.000000000000000000e+02,8.781273881234899492e-02
