wavelength,absorbance
2.000000000000000000e+02,1.167318057323840780e-01
2.020066889632107063e+02,6.414601681030256131e-02
2.040133779264214127e+02,1.041122428962782259e-01
2.060200668896321190e+02,0.000000000000000000e+00
2.080267558528427969e+02,0.000000000000000000e+00
2.100334448160535032e+02,2.300543143105561184e-01
2.120401337792642096e+02,0.000000000000000000e+00
2.140468227424749159e+02,0.000000000000000000e+00
2.160535117056856222e+02,9.084324942054294860e-02
2.180602006688963286e+02,2.490831400555828731e-02
2.200668896321070349e+02,0.000000000000000000e+00
2.220735785953177128e+02,1.508952556574975068e-01
2.240802675585284192e+02,1.119764230769830227e-01
2.260869565217391255e+02,1.465630318056956871e-01
2.280936454849498318e+02,7.746801471362808889e-02
2.301003344481605382e+02,0.000000000000000000e+00
2.321070234113712445e+02,9.531285355534346859e-02
2.341137123745819508e+02,0.000000000000000000e+00
2.361204013377926572e+02,1.243167718180987619e-01
2.381270903010033351e+02,0.000000000000000000e+00
2.401337792642140414e+02,1.143918558925780121e-01
2.421404682274247477e+02,7.798211844590084707e-02
2.441471571906354541e+02,1.347049495851337930e-01
2.461538461538461604e+02,1.238155428496188343e-01
2.481605351170568383e+02,0.000000000000000000e+00
2.501672240802675447e+02,1.927402197067774187e-02
2.521739130434782510e+02,1.342071778160772721e-01
2.541806020066889573e+02,4.129583933556853215e-02
2.561872909698996637e+02,2.132684689586055587e-02
2.581939799331103700e+02,0.000000000000000000e+00
2.602006688963210763e+02,1.333693534942181347e-01
2.622073578595317827e+02,0.000000000000000000e+00
2.642140468227424890e+02,8.001244973961357809e-02
2.662207357859531953e+02,9.196965120772906954e-02
2.682274247491639017e+02,6.545757374581626098e-02
2.702341137123745511e+02,2.067282175039096836e-01
2.722408026755853143e+02,0.000000000000000000e+00
2.742474916387959638e+02,1.217282294941674642e-01
2.762541806020066701e+02,3.748651803264755472e-02
2.782608695652173765e+02,0.000000000000000000e+00
2.802675585284280828e+02,0.000000000000000000e+00
2.822742474916387891e+02,0.000000000000000000e+00
2.842809364548494955e+02,1.386931664758218885e-02
2.862876254180602018e+02,7.763197602908691874e-02
2.882943143812709081e+02,0.000000000000000000e+00
2.903010033444816145e+02,0.000000000000000000e+00
2.923076923076923208e+02,0.000000000000000000e+00
2.943143812709030271e+02,0.000000000000000000e+00
2.963210702341136766e+02,7.322650930765658983e-03
2.983277591973244398e+02,1.749808637588244897e-01
3.003344481605350893e+02,0.000000000000000000e+00
3.023411371237458525e+02,2.312879864474743363e-01
3.043478260869565020e+02,0.000000000000000000e+00
3.063545150501672083e+02,8.305133908791037523e-02
3.083612040133779146e+02,0.000000000000000000e+00
3.103678929765886210e+02,7.710523766522463240e-02
3.123745819397993273e+02,5.983040768127528830e-03
3.143812709030100336e+02,1.686923169029583280e-01
3.163879598662207400e+02,0.000000000000000000e+00
3.183946488294314463e+02,0.000000000000000000e+00
3.204013377926421526e+02,0.000000000000000000e+00
3.224080267558528590e+02,2.567319519683708973e-01
3.244147157190635653e+02,1.348144450284096130e-01
3.264214046822742148e+02,0.000000000000000000e+00
3.284280936454849780e+02,1.239583798222306799e-01
3.304347826086956275e+02,1.418204348901196399e-01
3.324414715719063906e+02,3.644253067898622911e-02
3.344481605351170401e+02,6.653468907874428295e-02
3.364548494983277465e+02,1.918855546494372954e-01
3.384615384615384528e+02,0.000000000000000000e+00
3.404682274247491591e+02,1.779709364513910042e-01
3.424749163879598655e+02,0.000000000000000000e+00
3.444816053511705718e+02,5.748689551083270566e-03
3.464882943143812781e+02,0.000000000000000000e+00
3.484949832775919845e+02,1.061031296565768944e-01
3.505016722408026908e+02,1.548261824419892851e-01
3.525083612040133403e+02,6.902508009310723280e-02
3.545150501672241035e+02,0.000000000000000000e+00
3.565217391304347530e+02,8.787413554006842653e-02
3.585284280936455161e+02,2.259484347138280835e-01
3.605351170568561656e+02,8.329976068276942480e-03
3.625418060200669288e+02,2.864751399114864316e-01
3.645484949832775783e+02,0.000000000000000000e+00
3.665551839464882846e+02,8.455767163605168446e-02
3.685618729096989910e+02,4.393366381029203960e-03
3.705685618729096973e+02,9.514243375697710448e-02
3.725752508361204036e+02,1.364430333609212564e-01
3.745819397993311100e+02,8.730199864902155049e-02
3.765886287625418163e+02,0.000000000000000000e+00
3.785953177257524658e+02,2.517911939647061725e-01
3.806020066889632290e+02,8.360857889643380503e-02
3.826086956521738784e+02,1.093589365210418107e-01
3.846153846153846416e+02,1.206281427724266164e-01
3.866220735785952911e+02,7.038750062084184189e-02
3.886287625418060543e+02,7.416822949612408844e-02
3.906354515050167038e+02,5.687076906416587557e-02
3.926421404682274101e+02,2.453603788421446219e-01
3.946488294314381164e+02,3.878900338379796808e-02
3.966555183946488228e+02,6.315218792880529508e-03
3.986622073578595291e+02,9.456933413468471272e-02
4.006688963210702354e+02,2.676203860562558628e-02
4.026755852842809418e+02,1.328092112014396253e-01
4.046822742474916481e+02,0.000000000000000000e+00
4.066889632107023544e+02,2.403830338838612302e-01
4.086956521739130039e+02,2.020282982120958915e-01
4.107023411371237671e+02,7.956501542324795340e-02
4.127090301003344166e+02,1.770976357940710066e-01
4.147157190635451798e+02,2.368313824253038061e-02
4.167224080267558293e+02,7.604238603582733069e-02
4.187290969899665924e+02,0.000000000000000000e+00
4.207357859531772419e+02,2.367089946705235384e-02
4.227424749163879483e+02,1.536279083077836671e-01
4.247491638795986546e+02,3.795313387798753824e-01
4.267558528428093609e+02,0.000000000000000000e+00
4.287625418060200673e+02,0.000000000000000000e+00
4.307692307692307736e+02,3.388308491520511390e-02
4.327759197324414799e+02,2.452038032795325062e-01
4.347826086956521863e+02,8.613185974305923032e-02
4.367892976588628926e+02,2.125979351586546745e-02
4.387959866220735421e+02,1.226579469927625843e-01
4.408026755852843053e+02,1.523601570026438257e-01
4.428093645484949548e+02,0.000000000000000000e+00
4.448160535117057179e+02,1.141979856084242989e-02
4.468227424749163674e+02,6.899277994220416599e-03
4.488294314381271306e+02,0.000000000000000000e+00
4.508361204013377801e+02,7.034836258878303383e-02
4.528428093645484864e+02,0.000000000000000000e+00
4.548494983277591928e+02,5.813775633901976936e-02
4.568561872909698991e+02,2.007864990108061409e-01
4.588628762541806054e+02,1.243522030822561547e-01
4.608695652173913118e+02,2.450667559022404740e-01
4.628762541806020181e+02,1.131983148774217546e-02
4.648829431438127244e+02,1.401092995419016551e-01
4.668896321070234308e+02,6.585172587881750472e-03
4.688963210702341371e+02,3.126599182562223717e-02
4.709030100334448434e+02,0.000000000000000000e+00
4.729096989966554929e+02,8.513741464581980889e-02
4.749163879598661993e+02,1.535670485963406273e-01
4.769230769230769056e+02,0.000000000000000000e+00
4.789297658862876119e+02,7.256444193729344461e-02
4.809364548494983183e+02,2.794243792931472292e-01
4.829431438127090246e+02,1.141534510748071218e-01
4.849498327759197309e+02,1.268497859843023823e-01
4.869565217391304373e+02,6.120738089042545432e-02
4.889632107023411436e+02,6.517323831886220886e-02
4.909698996655518499e+02,1.324829053550379832e-01
4.929765886287625563e+02,1.269699043555069240e-01
4.949832775919732626e+02,7.247283656562680809e-02
4.969899665551839689e+02,6.423933254271732562e-02
4.989966555183946753e+02,3.334644449643348052e-02
5.010033444816053247e+02,2.628777795599923639e-01
5.030100334448160311e+02,5.707064976292586939e-02
5.050167224080267374e+02,0.000000000000000000e+00
5.070234113712374437e+02,9.163795355356905981e-02
5.090301003344481501e+02,0.000000000000000000e+00
5.110367892976588564e+02,9.054390321752273096e-02
5.130434782608695059e+02,4.030026455426936188e-02
5.150501672240802691e+02,7.215134799109722274e-02
5.170568561872910323e+02,9.194657040125951697e-02
5.190635451505016817e+02,1.511216658941935131e-01
5.210702341137123312e+02,0.000000000000000000e+00
5.230769230769230944e+02,0.000000000000000000e+00
5.250836120401338576e+02,1.250317315802091933e-01
5.270903010033445071e+02,1.473130771983818810e-01
5.290969899665551566e+02,2.722319122550447348e-02
5.311036789297659197e+02,9.271881580009760926e-02
5.331103678929765692e+02,2.277244177283165374e-02
5.351170568561872187e+02,0.000000000000000000e+00
5.371237458193979819e+02,0.000000000000000000e+00
5.391304347826087451e+02,1.570564504078962864e-01
5.411371237458193946e+02,1.062160512494521036e-01
5.431438127090300441e+02,2.781777547599959544e-01
5.451505016722408072e+02,2.010760194570958004e-01
5.471571906354515704e+02,1.093132146956146133e-01
5.491638795986622199e+02,2.322367948100653376e-02
5.511705685618728694e+02,1.864880123506251763e-01
5.531772575250836326e+02,2.167990399143938096e-01
5.551839464882943957e+02,1.637389753367638479e-01
5.571906354515049316e+02,0.000000000000000000e+00
5.591973244147156947e+02,0.000000000000000000e+00
5.612040133779264579e+02,1.263643892721765249e-01
5.632107023411371074e+02,0.000000000000000000e+00
5.652173913043477569e+02,0.000000000000000000e+00
5.672240802675585201e+02,2.128787135533463104e-01
5.692307692307692832e+02,1.357482772995281528e-01
5.712374581939799327e+02,1.217717922233479549e-01
5.732441471571905822e+02,0.000000000000000000e+00
5.752508361204013454e+02,0.000000000000000000e+00
5.772575250836121086e+02,2.332881521287252236e-01
5.792642140468227581e+02,0.000000000000000000e+00
5.812709030100334076e+02,1.310575255823497876e-01
5.832775919732441707e+02,0.000000000000000000e+00
5.852842809364548202e+02,1.264767397665169102e-01
5.872909698996654697e+02,0.000000000000000000e+00
5.892976588628762329e+02,0.000000000000000000e+00
5.913043478260869961e+02,1.752178530167699533e-01
5.933110367892976456e+02,0.000000000000000000e+00
5.953177257525082950e+02,0.000000000000000000e+00
5.973244147157190582e+02,4.754331126713552680e-02
5.993311036789298214e+02,0.000000000000000000e+00
6.013377926421404709e+02,0.000000000000000000e+00
6.033444816053511204e+02,1.510630896919752386e-01
6.053511705685618836e+02,0.000000000000000000e+00
6.073578595317726467e+02,1.269917430035866213e-01
6.093645484949832962e+02,2.113014760876172349e-01
6.113712374581939457e+02,1.273669306222464104e-01
6.133779264214047089e+02,3.838005348321919530e-01
6.153846153846153584e+02,0.000000000000000000e+00
6.173913043478260079e+02,0.000000000000000000e+00
