X,Y,Z,H
-5.0,-5.0,0.006737946999085467,0.0007085600944377697
-4.898989898989899,-5.0,0.007446507093523237,0.0007830720203252537
-4.797979797979798,-5.0,0.008212802890709078,0.0008636554120460497
-4.696969696969697,-5.0,0.009039490801563549,0.0009505896168216458
-4.595959595959596,-5.0,0.009929109717658443,0.0010441416235808833
-4.494949494949495,-5.0,0.010884047474440463,0.001144562536244573
-4.393939393939394,-5.0,0.01190650559294906,0.0012520838659771105
-4.292929292929293,-5.0,0.012998462582367186,0.0013669136720959648
-4.191919191919192,-5.0,0.01416163613466593,0.0014892325864739146
-4.090909090909091,-5.0,0.015397444590576305,0.0016191897613145167
-3.9898989898989896,-5.0,0.016706968102137214,0.0017568987850195145
-3.888888888888889,-5.0,0.018090909960062768,0.0019024336153886587
-3.787878787878788,-5.0,0.01954955859305124,0.002055824583480588
-3.686868686868687,-5.0,0.02108275077981487,0.0022170545250031135
-3.5858585858585856,-5.0,0.022689836641954793,0.002386055098976464
-3.484848484848485,-5.0,0.024369647005785887,0.0025627033555144334
-3.383838383838384,-5.0,0.026120463732852955,0.002746818615792134
-3.282828282828283,-5.0,0.02793999362128733,0.0029381597275219065
-3.1818181818181817,-5.0,0.029825346472573806,0.003136422758462546
-3.080808080808081,-5.0,0.03177301790012711,0.003341239188575214
-2.9797979797979797,-5.0,0.03377887742688626,0.003552174658370724
-2.878787878787879,-5.0,0.03583816237870156,0.0037687283267404045
-2.7777777777777777,-5.0,0.03794547802860597,0.003990332886127594
-2.676767676767677,-5.0,0.04009480438436259,0.004216355276303596
-2.5757575757575757,-5.0,0.04227950993844007,0.004446098130310286
-2.474747474747475,-5.0,0.044492372616519,0.004678801977397576
-2.3737373737373737,-5.0,0.046725608068750354,0.004913648218121874
-2.272727272727273,-5.0,0.04897090534849514,0.005149762876309735
-2.1717171717171717,-5.0,0.05121946991762223,0.0053862211214793995
-2.070707070707071,-5.0,0.05346207380728212,0.005622052543730063
-1.9696969696969697,-5.0,0.055689112650251095,0.005856247151242569
-1.868686868686869,-5.0,0.05789066918743008,0.006087762048600051
-1.7676767676767677,-5.0,0.060056582738988194,0.006315528742348801
-1.6666666666666665,-5.0,0.06217652402211632,0.006538461008806187
-1.5656565656565657,-5.0,0.06424007459458567,0.006755463248316884
-1.4646464646464645,-5.0,0.06623681010844279,0.006965439240181753
-1.3636363636363638,-5.0,0.06815638647328734,0.007167301203557158
-1.2626262626262625,-5.0,0.0699886279556181,0.007359979061950711
-1.1616161616161618,-5.0,0.07172361618146182,0.007542429802705877
-1.0606060606060606,-5.0,0.07335177896545841,0.0077136468182367746
-0.9595959595959593,-5.0,0.07486397786204378,0.007872669112879122
-0.858585858585859,-5.0,0.07625159332431375,0.00801859025816612
-0.7575757575757578,-5.0,0.07750660636421304,0.008150566980184279
-0.6565656565656566,-5.0,0.07862167563414471,0.00826782726544846
-0.5555555555555554,-5.0,0.07959020889485557,0.008369677876438511
-0.45454545454545503,-5.0,0.080406427897041,0.00845551117452599
-0.3535353535353538,-5.0,0.08106542578369519,0.008524811156384801
-0.2525252525252526,-5.0,0.08156321621559605,0.008577158620009226
-0.15151515151515138,-5.0,0.08189677353191274,0.008612235387989386
-0.050505050505050164,-5.0,0.08206406337990407,0.00862982752851936
0.050505050505050164,-5.0,0.08206406337990407,0.00862982752851936
0.15151515151515138,-5.0,0.08189677353191274,0.008612235387989386
0.2525252525252526,-5.0,0.08156321621559605,0.008577158620009226
0.3535353535353538,-5.0,0.08106542578369519,0.008524811156384801
0.45454545454545414,-5.0,0.080406427897041,0.00845551117452599
0.5555555555555554,-5.0,0.07959020889485557,0.008369677876438511
0.6565656565656566,-5.0,0.07862167563414471,0.00826782726544846
0.7575757575757578,-5.0,0.07750660636421304,0.008150566980184279
0.8585858585858581,-5.0,0.07625159332431379,0.008018590258166078
0.9595959595959593,-5.0,0.07486397786204378,0.007872669112879122
1.0606060606060606,-5.0,0.07335177896545841,0.0077136468182367746
1.1616161616161618,-5.0,0.07172361618146182,0.007542429802705877
1.262626262626262,-5.0,0.0699886279556181,0.007359979061950711
1.3636363636363633,-5.0,0.06815638647328734,0.007167301203557158
1.4646464646464645,-5.0,0.06623681010844279,0.006965439240181753
1.5656565656565657,-5.0,0.06424007459458567,0.006755463248316884
1.666666666666667,-5.0,0.06217652402211632,0.006538461008806187
1.7676767676767673,-5.0,0.060056582738988194,0.006315528742348801
1.8686868686868685,-5.0,0.05789066918743008,0.006087762048600051
1.9696969696969697,-5.0,0.055689112650251095,0.005856247151242569
2.070707070707071,-5.0,0.05346207380728212,0.005622052543730063
2.1717171717171713,-5.0,0.05121946991762223,0.0053862211214793995
2.2727272727272725,-5.0,0.04897090534849516,0.005149762876309735
2.3737373737373737,-5.0,0.046725608068750354,0.004913648218121874
2.474747474747475,-5.0,0.044492372616519,0.004678801977397576
2.5757575757575752,-5.0,0.04227950993844007,0.004446098130310286
2.6767676767676765,-5.0,0.04009480438436261,0.004216355276303589
2.7777777777777777,-5.0,0.03794547802860597,0.003990332886127594
2.878787878787879,-5.0,0.03583816237870156,0.0037687283267404045
2.9797979797979792,-5.0,0.033778877426886296,0.0035521746583707103
3.0808080808080813,-5.0,0.03177301790012711,0.003341239188575214
3.1818181818181817,-5.0,0.029825346472573806,0.003136422758462546
3.282828282828282,-5.0,0.027939993621287355,0.00293815972752191
3.383838383838384,-5.0,0.026120463732852955,0.002746818615792134
3.4848484848484844,-5.0,0.024369647005785897,0.0025627033555144473
3.5858585858585865,-5.0,0.022689836641954772,0.0023860550989764605
3.686868686868687,-5.0,0.02108275077981487,0.0022170545250031135
3.787878787878787,-5.0,0.01954955859305126,0.002055824583480581
3.8888888888888893,-5.0,0.018090909960062768,0.0019024336153886587
3.9898989898989896,-5.0,0.016706968102137214,0.0017568987850195145
4.09090909090909,-5.0,0.015397444590576318,0.0016191897613145167
4.191919191919192,-5.0,0.01416163613466593,0.0014892325864739146
4.292929292929292,-5.0,0.012998462582367186,0.0013669136720959648
4.3939393939393945,-5.0,0.011906505592949037,0.0012520838659771105
4.494949494949495,-5.0,0.010884047474440463,0.001144562536244573
4.595959595959595,-5.0,0.009929109717658462,0.001044141623580885
4.696969696969697,-5.0,0.009039490801563549,0.0009505896168216458
4.797979797979798,-5.0,0.008212802890709078,0.0008636554120460497
4.8989898989899,-5.0,0.00744650709352323,0.0007830720203252607
5.0,-5.0,0.006737946999085467,0.0007085600944377697
-5.0,-4.898989898989899,0.007446507093523237,0.0007374279458118053
-4.898989898989899,-4.898989898989899,0.00822957911384849,0.0008149756046159453
-4.797979797979798,-4.898989898989899,0.009076458302755127,0.0008988420903095363
-4.696969696969697,-4.898989898989899,0.009990080418385195,0.0009893181311587161
-4.595959595959596,-4.898989898989899,0.010973251341239327,0.0010866815936407198
-4.494949494949495,-4.898989898989899,0.012028610010685037,0.001191193812044562
-4.393939393939394,-4.898989898989899,0.01315858945892617,0.0013030957296631916
-4.292929292929293,-4.898989898989899,0.014365376254463151,0.0014226038824775048
-4.191919191919192,-4.898989898989899,0.015650868721139844,0.0015499062615865582
-4.090909090909091,-4.898989898989899,0.01701663435189082,0.001685158095888986
-3.9898989898989896,-4.898989898989899,0.01846386688715673,0.0018284776015564663
-3.888888888888889,-4.898989898989899,0.019993343575451426,0.0019799417495456953
-3.787878787878788,-4.898989898989899,0.02160538317653183,0.002139582106650297
-3.686868686868687,-4.898989898989899,0.023299805304817983,0.0023073808092778543
