X,Y,Z,H
-5.0,-5.0,4.993262053000914,-0.10069835705393171
-4.898989898989899,-5.0,4.892563695946983,-0.10077286897981885
-4.797979797979798,-5.0,4.793848211291517,-0.10085345237154009
-4.696969696969697,-5.0,4.697112942623598,-0.10094038657631543
-4.595959595959596,-5.0,4.602355351051651,-0.10103393858307452
-4.494949494949495,-5.0,4.509573048740232,-0.10113435949573901
-4.393939393939394,-5.0,4.418763834168299,-0.10124188082547114
-4.292929292929293,-5.0,4.329925728826672,-0.10135671063158913
-4.191919191919192,-5.0,4.243057015023379,-0.10147902954596688
-4.090909090909091,-5.0,4.1581562744176885,-0.10160898672080876
-3.9898989898989896,-5.0,4.075222426857561,-0.1017466957445139
-3.888888888888889,-5.0,3.994254769052283,-0.10189223057488261
-3.787878787878788,-5.0,3.915253012573156,-0.10204562154297436
-3.686868686868687,-5.0,3.8382173206414687,-0.10220685148449737
-3.5858585858585856,-5.0,3.7631483431356187,-0.10237585205847033
-3.484848484848485,-5.0,3.6900472492292926,-0.10255250031500873
-3.383838383838384,-5.0,3.618915757060944,-0.10273661557528557
-3.282828282828283,-5.0,3.549756159832442,-0.1029279566870156
-3.1818181818181817,-5.0,3.4825713477423026,-0.10312621971795677
-3.080808080808081,-5.0,3.4173648251771103,-0.10333103614806927
-2.9797979797979797,-5.0,3.354140722613926,-0.10354197161786471
-2.878787878787879,-5.0,3.2929038027269,-0.10375852528623453
-2.7777777777777777,-5.0,3.233659460242999,-0.10398012984562133
-2.676767676767677,-5.0,3.1764137151544607,-0.10420615223579777
-2.5757575757575757,-5.0,3.121173198968814,-0.10443589508980411
-2.474747474747475,-5.0,3.067945133760382,-0.10466859893689184
-2.3737373737373737,-5.0,3.0167373038790104,-0.1049034451776163
-2.272727272727273,-5.0,2.96755802027134,-0.10513955983580381
-2.1717171717171717,-5.0,2.920416077475501,-0.10537601808097374
-2.070707070707071,-5.0,2.875320703460344,-0.10561184950322433
-1.9696969696969697,-5.0,2.8322815025930916,-0.1058460441107365
-1.868686868686869,-5.0,2.791308392132844,-0.10607755900809446
-1.7676767676767677,-5.0,2.7524115327594307,-0.10630532570184315
-1.6666666666666665,-5.0,2.7156012537556617,-0.10652825796830045
-1.5656565656565657,-5.0,2.680887973563766,-0.10674526020781094
-1.4646464646464645,-5.0,2.648282116531696,-0.10695523619967551
-1.3636363636363638,-5.0,2.6177940267498534,-0.10715709816305141
-1.2626262626262625,-5.0,2.5894338799517382,-0.10734977602144458
-1.1616161616161618,-5.0,2.5632115945113245,-0.10753222676219965
-1.0606060606060606,-5.0,2.5391367426139726,-0.10770344377773089
-0.9595959595959593,-5.0,2.517218462705245,-0.10786246607237304
-0.858585858585859,-5.0,2.497465374332048,-0.10800838721766004
-0.7575757575757578,-5.0,2.4798854964824355,-0.10814036393967852
-0.6565656565656566,-5.0,2.4644861705040046,-0.10825762422494245
-0.5555555555555554,-5.0,2.4512739886360086,-0.10835947483593245
-0.45454545454545503,-5.0,2.4402547291277528,-0.1084453081340202
-0.3535353535353538,-5.0,2.4314332988362417,-0.10851460811587854
-0.2525252525252526,-5.0,2.424813684100698,-0.1085669555795028
-0.15151515151515138,-5.0,2.4203989105819534,-0.10860203234748367
-0.050505050505050164,-5.0,2.418191012632748,-0.10861962448801332
0.050505050505050164,-5.0,2.418191012632748,-0.10861962448801332
0.15151515151515138,-5.0,2.4203989105819534,-0.10860203234748367
0.2525252525252526,-5.0,2.424813684100698,-0.1085669555795028
0.3535353535353538,-5.0,2.4314332988362417,-0.10851460811587854
0.45454545454545414,-5.0,2.4402547291277528,-0.1084453081340202
0.5555555555555554,-5.0,2.4512739886360086,-0.10835947483593245
0.6565656565656566,-5.0,2.4644861705040046,-0.10825762422494245
0.7575757575757578,-5.0,2.4798854964824355,-0.10814036393967852
0.8585858585858581,-5.0,2.4974653743320476,-0.10800838721766004
0.9595959595959593,-5.0,2.517218462705245,-0.10786246607237304
1.0606060606060606,-5.0,2.5391367426139726,-0.10770344377773089
1.1616161616161618,-5.0,2.5632115945113245,-0.10753222676219965
1.262626262626262,-5.0,2.5894338799517382,-0.10734977602144458
1.3636363636363633,-5.0,2.6177940267498534,-0.10715709816305141
1.4646464646464645,-5.0,2.648282116531696,-0.10695523619967551
1.5656565656565657,-5.0,2.680887973563766,-0.10674526020781094
1.666666666666667,-5.0,2.7156012537556617,-0.10652825796830045
1.7676767676767673,-5.0,2.7524115327594307,-0.10630532570184315
1.8686868686868685,-5.0,2.791308392132844,-0.10607755900809446
1.9696969696969697,-5.0,2.8322815025930916,-0.1058460441107365
2.070707070707071,-5.0,2.875320703460344,-0.10561184950322433
2.1717171717171713,-5.0,2.920416077475501,-0.10537601808097374
2.2727272727272725,-5.0,2.9675580202713396,-0.10513955983580381
2.3737373737373737,-5.0,3.0167373038790104,-0.1049034451776163
2.474747474747475,-5.0,3.067945133760382,-0.10466859893689184
2.5757575757575752,-5.0,3.121173198968814,-0.10443589508980411
2.6767676767676765,-5.0,3.17641371515446,-0.10420615223579732
2.7777777777777777,-5.0,3.233659460242999,-0.10398012984562133
2.878787878787879,-5.0,3.2929038027269,-0.10375852528623453
2.9797979797979792,-5.0,3.3541407226139257,-0.10354197161786516
3.0808080808080813,-5.0,3.4173648251771103,-0.10333103614806927
3.1818181818181817,-5.0,3.4825713477423026,-0.10312621971795677
3.282828282828282,-5.0,3.5497561598324414,-0.10292795668701604
3.383838383838384,-5.0,3.618915757060944,-0.10273661557528557
3.4848484848484844,-5.0,3.6900472492292917,-0.10255250031500829
3.5858585858585865,-5.0,3.7631483431356196,-0.10237585205847033
3.686868686868687,-5.0,3.8382173206414687,-0.10220685148449737
3.787878787878787,-5.0,3.9152530125731557,-0.10204562154297481
3.8888888888888893,-5.0,3.994254769052283,-0.10189223057488261
3.9898989898989896,-5.0,4.075222426857561,-0.1017466957445139
4.09090909090909,-5.0,4.158156274417688,-0.10160898672080876
4.191919191919192,-5.0,4.243057015023379,-0.10147902954596688
4.292929292929292,-5.0,4.329925728826672,-0.10135671063158913
4.3939393939393945,-5.0,4.4187638341683,-0.10124188082547025
4.494949494949495,-5.0,4.509573048740232,-0.10113435949573901
4.595959595959595,-5.0,4.60235535105165,-0.10103393858307541
4.696969696969697,-5.0,4.697112942623598,-0.10094038657631543
4.797979797979798,-5.0,4.793848211291517,-0.10085345237154009
4.8989898989899,-5.0,4.892563695946984,-0.10077286897981885
5.0,-5.0,4.993262053000914,-0.10069835705393171
-5.0,-4.898989898989899,4.892563695946983,-0.09970692085469857
-4.898989898989899,-4.898989898989899,4.791790826967164,-0.09978446851350276
-4.797979797979798,-4.898989898989899,4.692994758919977,-0.09986833499919667
-4.696969696969697,-4.898989898989899,4.596172556047282,-0.09995881104004578
-4.595959595959596,-4.898989898989899,4.5013214124685765,-0.10005617450252746
-4.494949494949495,-4.898989898989899,4.408438689244493,-0.10016068672093148
-4.393939393939394,-4.898989898989899,4.317521953342828,-0.10027258863855026
-4.292929292929293,-4.898989898989899,4.228569018195083,-0.10039209679136407
-4.191919191919192,-4.898989898989899,4.141577985477412,-0.10051939917047337
-4.090909090909091,-4.898989898989899,4.05654728769688,-0.10065465100477611
-3.9898989898989896,-4.898989898989899,3.973475731113047,-0.10079797051044359
-3.888888888888889,-4.898989898989899,3.8923625384774003,-0.10094943465843254
-3.787878787878788,-4.898989898989899,3.813207391030182,-0.10110907501553701
-3.686868686868687,-4.898989898989899,3.7360104691569713,-0.10127687371816485
-3.5858585858585856,-4.898989898989899,3.6607724910771484,-0.10145275964101663
-3.484848484848485,-4.898989898989899,3.587494748914284,-0.10163660482503523
-3.383838383838384,-4.898989898989899,3.5161791414856585,-0.10182822123025592
-3.282828282828283,-4.898989898989899,3.4468282031454263,-0.10202735787946882
-3.1818181818181817,-4.898989898989899,3.379445128024346,-0.10223369845775543
-3.080808080808081,-4.898989898989899,3.314033789029041,-0.1024468594309913
-2.9797979797979797,-4.898989898989899,3.2505987509960614,-0.10266638874319955
-2.878787878787879,-4.898989898989899,3.1891452774406654,-0.10289176514821774
-2.7777777777777777,-4.898989898989899,3.129679330397378,-0.10312239822548852
-2.676767676767677,-4.898989898989899,3.072207562918663,-0.10335762912291502
-2.5757575757575757,-4.898989898989899,3.01673730387901,-0.10359673206171283
-2.474747474747475,-4.898989898989899,2.96327653482349,-0.10383891662910139
-2.3737373737373737,-4.898989898989899,2.911833858701394,-0.10408333087460919
-2.272727272727273,-4.898989898989899,2.8624184604355363,-0.10432906521490048
-2.1717171717171717,-4.898989898989899,2.8150400593945273,-0.10457515714044718
-2.070707070707071,-4.898989898989899,2.7697088539571197,-0.10482059670532462
