X,Y,Z,H
-5.0,-5.0,0.7088612918380416,-0.051869198785818305
-4.898989898989899,-5.0,0.6569920930522233,-0.05576756433056862
-4.797979797979798,-5.0,0.6024005398983897,-0.05942224555801634
-4.696969696969697,-5.0,0.5454743285580687,-0.06281701226190839
-4.595959595959596,-5.0,0.48660102844045194,-0.0659377806488427
-4.494949494949495,-5.0,0.42616487490195226,-0.0687726766359934
-4.393939393939394,-5.0,0.36454372657984613,-0.07131207940374568
-4.292929292929293,-5.0,0.30210621122022246,-0.07354864522640225
-4.191919191919192,-5.0,0.23920908105240685,-0.07547731179721195
-4.090909090909091,-5.0,0.17619479579151534,-0.07709528345279995
-3.9898989898989896,-5.0,0.11338934827627266,-0.07840199788465686
-3.888888888888889,-5.0,0.051100344609596095,-0.07939907509985583
-3.787878787878788,-5.0,-0.010384652496372675,-0.08009024955762889
-3.686868686868687,-5.0,-0.07079951162263716,-0.08048128656118779
-3.5858585858585856,-5.0,-0.12990064934862755,-0.08057988412344949
-3.484848484848485,-5.0,-0.1874678763334071,-0.08039556164969436
-3.383838383838384,-5.0,-0.24330497624287342,-0.0799395368880231
-3.282828282828283,-5.0,-0.29724002373725217,-0.07922459268872029
-3.1818181818181817,-5.0,-0.34912545029513187,-0.07826493518496885
-3.080808080808081,-5.0,-0.3988378690033175,-0.07707604505895882
-2.9797979797979797,-5.0,-0.4462776715625189,-0.07567452358851662
-2.878787878787879,-5.0,-0.49136841262786923,-0.07407793517934658
-2.7777777777777777,-5.0,-0.534055998204512,-0.07230464807663539
-2.676767676767677,-5.0,-0.574307696140525,-0.07037367491687785
-2.5757575757575757,-5.0,-0.6121109877947406,-0.06830451472671883
-2.474747474747475,-5.0,-0.6474722807027061,-0.06611699790066294
-2.3737373737373737,-5.0,-0.6804155025214588,-0.0638311355945731
-2.272727272727273,-5.0,-0.7109805967089275,-0.06146697485796371
-2.1717171717171717,-5.0,-0.7392219402969454,-0.059044460696617174
-2.070707070707071,-5.0,-0.7652067037624771,-0.056583306109744824
-1.9696969696969697,-5.0,-0.7890131724084034,-0.054102870984843454
-1.868686868686869,-5.0,-0.8107290478552426,-0.0516220505610131
-1.7676767676767677,-5.0,-0.8304497472442491,-0.04915917399046277
-1.6666666666666665,-5.0,-0.8482767165888189,-0.04673191334143689
-1.5656565656565657,-5.0,-0.8643157734160597,-0.04435720319705261
-1.4646464646464645,-5.0,-0.8786754924462941,-0.04205117081720333
-1.3636363636363638,-5.0,-0.8914656465988168,-0.03982907664854962
-1.2626262626262625,-5.0,-0.9027957141214787,-0.037705264794450466
-1.1616161616161618,-5.0,-0.912773461152981,-0.03569312289649085
-1.0606060606060606,-5.0,-0.9215036075723673,-0.03380505073575557
-0.9595959595959593,-5.0,-0.9290865826000181,-0.03205243673880609
-0.858585858585859,-5.0,-0.9356173753154952,-0.030445641473702656
-0.7575757575757578,-5.0,-0.941184484073081,-0.028993987148163147
-0.6565656565656566,-5.0,-0.9458689677445706,-0.027705752077313073
-0.5555555555555554,-5.0,-0.949743600814542,-0.02658816907393291
